Candidate Name,Affiliation,Incumbent,Percentage of Vote,Winner,State,District,Money Raised,Money Spent
Jim Marchant,R,False,45.8,False,Nevada,04,1462772.0,1419405.0
Jonathan Royce Esteban,L,False,2.4,False,Nevada,04,2788.0,1603.0
Chris Pappas,D,True,51.3,True,New Hampshire,01,3205731.0,3105663.0
Matt Mowers,R,False,46.2,False,New Hampshire,01,1707214.0,1698761.0
Ann Kuster,D,True,53.9,True,New Hampshire,02,2960033.0,2970274.0
Steve Negron,R,False,43.7,False,New Hampshire,02,368177.0,378959.0
Don Norcross,D,True,62.5,True,New Jersey,01,2221989.0,1087264.0
Claire Gustafson,R,False,37.5,False,New Jersey,01,36520.0,21761.0
Jeff Van Drew,R,True,51.9,True,New Jersey,02,4229171.0,4041493.0
Amy Kennedy,D,False,46.2,False,New Jersey,02,4984376.0,4978913.0
Andy Kim,D,True,53.2,True,New Jersey,03,7241283.0,6753262.0
David Richter,R,False,45.5,False,New Jersey,03,1473669.0,1470648.0
Chris Smith,R,True,59.9,True,New Jersey,04,1383085.0,1284522.0
Stephanie Schmid,D,False,38.3,False,New Jersey,04,699580.0,658011.0
Josh Gottheimer,D,True,53.2,True,New Jersey,05,7694027.0,3487964.0
Frank Pallotta,R,False,45.6,False,New Jersey,05,1972033.0,1948705.0
Louis A. Vellucci,I,False,1.2,False,New Jersey,05,5456.0,5342.0
Frank Pallone Jr.,D,True,61.2,True,New Jersey,06,3231755.0,2021737.0
Tom Malinowski,D,True,50.6,True,New Jersey,07,7414403.0,7423758.0
Tom Kean,R,False,49.4,False,New Jersey,07,3869121.0,3775442.0
Albio Sires,D,True,74.0,True,New Jersey,08,605810.0,551325.0
Bill Pascrell Jr.,D,True,65.8,True,New Jersey,09,1560550.0,1795410.0
Billy Prempeh,R,False,31.9,False,New Jersey,09,44269.0,35075.0
Donald M Payne Jr.,D,True,83.3,True,New Jersey,10,593735.0,457252.0
Mikie Sherrill,D,True,53.3,True,New Jersey,11,6419707.0,3733106.0
Rosemary Becchi,R,False,46.7,False,New Jersey,11,1687532.0,1686236.0
Bonnie Watson Coleman,D,True,65.6,True,New Jersey,12,798439.0,840651.0
Mark Razzoli,R,False,32.6,False,New Jersey,12,3065.0,1142.0
Debra Haaland,D,True,58.1,True,New Mexico,01,2246734.0,1875766.0
Michelle Garcia Holmes,R,False,41.9,False,New Mexico,01,257294.0,245590.0
Xochitl Torres Small,D,True,46.3,False,New Mexico,02,8387337.0,8539065.0
Yvette Herrell,R,False,53.7,True,New Mexico,02,2805711.0,2921785.0
Steve Jones,I,False,0,False,New Mexico,02,9405.0,9505.0
Teresa Leger Fernandez,D,False,58.7,True,New Mexico,03,2296594.0,2132010.0
Alexis Johnson,R,False,41.3,False,New Mexico,03,147303.0,147303.0
Lee Zeldin,R,True,55.9,True,New York,01,8396981.0,8250116.0
Nancy Goroff,D,False,44.1,False,New York,01,7866239.0,7860977.0
Jackie Gordon,D,False,46.0,False,New York,02,4351881.0,4334484.0
Andrew Garbarino,R,False,52.9,True,New York,02,1743986.0,1612132.0
Harry Burger,3,False,1.0,False,New York,02,2430.0,594.0
Tom Suozzi,D,True,53.2,True,New York,03,2941006.0,2331302.0
George Santos,R,False,46.2,False,New York,03,658883.0,591239.0
Joshua Sauberman,I,False,0,False,New York,03,127.0,270.0
Kathleen Rice,D,True,52.0,True,New York,04,1106258.0,1210410.0
Douglas Tuman,R,False,47.3,False,New York,04,134937.0,130995.0
Ed Dennehy,I,False,0,False,New York,04,9031.0,9031.0
Gregory Meeks,D,True,99.0,True,New York,05,2097572.0,1467454.0
Amit Lal,I,False,0,False,New York,05,126.0,0.0
Grace Meng,D,True,62.6,True,New York,06,1292084.0,1872311.0
Thomas Zmich,R,False,37.4,False,New York,06,133403.0,131278.0
Nydia Velazquez,D,True,83.0,True,New York,07,803217.0,676248.0
Hakeem Jeffries,D,True,82.5,True,New York,08,4168717.0,3293077.0
Yvette Clarke,D,True,81.5,True,New York,09,1200067.0,1190143.0
Jerrold Nadler,D,True,68.5,True,New York,10,1848688.0,1950774.0
Cathy Bernstein,R,False,30.1,False,New York,10,49975.0,28384.0
Jeanne Nigro,I,False,0,False,New York,10,34548.0,28039.0
Michael Madrid,L,False,1.2,False,New York,10,14326.0,12149.0
Max Rose,D,True,42.0,False,New York,11,9284434.0,9499242.0
Nicole Malliotakis,R,False,57.8,True,New York,11,3469995.0,3447052.0
Kemi Akindude,I,False,0,False,New York,11,21261.0,14697.0
Carolyn Maloney,D,True,78.9,True,New York,12,3067173.0,3059202.0
Adriano Espaillat,D,True,86.0,True,New York,13,1087237.0,1252740.0
Lovelynn Gwinn,R,False,8.0,False,New York,13,39384.0,39384.0
Alexandria Ocasio-Cortez,D,True,68.7,True,New York,14,20664795.0,16735422.0
John C. Cummings,R,False,30.5,False,New York,14,11140937.0,10947758.0
Ritchie Torres,D,False,88.2,True,New York,15,2194025.0,1804336.0
Jamaal Bowman,D,False,82.9,True,New York,16,2878898.0,2801424.0
Mondaire Jones,D,False,54.1,True,New York,17,2984052.0,2186463.0
Maureen McArdle Schulman,R,False,39.8,False,New York,17,54732.0,60084.0
Michael Parietti,3,False,0.9,False,New York,17,44787.0,19670.0
Sean Patrick Maloney,D,True,51.8,True,New York,18,2556294.0,1718525.0
Chele Farley,R,False,47.3,False,New York,18,1186211.0,1152124.0
Scott Smith,I,False,0.9,False,New York,18,8718.0,8403.0
Antonio Delgado,D,True,51.5,True,New York,19,5949475.0,2963286.0
Kyle Van De Water,R,False,45.9,False,New York,19,153796.0,120097.0
Paul Tonko,D,True,56.5,True,New York,20,1541984.0,1418994.0
Elizabeth Joy,R,False,43.4,False,New York,20,370852.0,336845.0
Elise Stefanik,R,True,64.4,True,New York,21,13287248.0,11655936.0
Tedra Cobb,D,False,35.6,False,New York,21,5586793.0,5593266.0
Anthony Brindisi,D,True,0,False,New York,22,6020190.0,5772429.0
Claudia Tenney,R,False,0,False,New York,22,3051777.0,2725893.0
Tom Reed,R,True,57.7,True,New York,23,3275177.0,3145027.0
Tracy Mitrano,D,False,41.4,False,New York,23,1450322.0,1466128.0
John Katko,R,True,53.1,True,New York,24,3821107.0,3597234.0
Dana Balter,D,False,43.0,False,New York,24,3212469.0,3230808.0
Joseph D Morelle,D,True,59.3,True,New York,25,1375366.0,1274426.0
George Mitris,R,False,39.1,False,New York,25,301376.0,279047.0
Kevin Wilson,L,False,1.5,False,New York,25,5128.0,3417.0
Brian Higgins,D,True,69.8,True,New York,26,1124168.0,984106.0
Chris Jacobs,R,True,59.7,True,New York,27,2147101.0,2084271.0
Nate McMurray,D,False,39.0,False,New York,27,1150058.0,1097111.0
Duane Whitmer,L,False,1.3,False,New York,27,36056.0,36056.0
G K Butterfield,D,True,54.2,True,North Carolina,01,1032869.0,880420.0
Sandy Smith,R,False,45.8,False,North Carolina,01,1458375.0,1437805.0
Deborah Ross,D,False,63.0,True,North Carolina,02,2268381.0,1816923.0
Alan Swain,R,False,34.8,False,North Carolina,02,119664.0,119435.0
Japheth Matemu,L,False,2.2,False,North Carolina,02,625.0,54.0
Greg Murphy,R,True,63.4,True,North Carolina,03,1767790.0,1505559.0
David Price,D,True,67.3,True,North Carolina,04,1161738.0,1014872.0
Virginia Foxx,R,True,66.9,True,North Carolina,05,1858388.0,1944629.0
David Wilson Brown,D,False,31.1,False,North Carolina,05,61596.0,60668.0
Kathy Manning,D,False,62.3,True,North Carolina,06,2002284.0,1695596.0
Lee Haywood,R,False,37.7,False,North Carolina,06,73878.0,58342.0
Jennyfer Bucardo,I,False,0,False,North Carolina,06,750.0,759.0
David Rouzer,R,True,60.3,True,North Carolina,07,1628458.0,1038883.0
Christopher Ward,D,False,39.6,False,North Carolina,07,16260.0,4119.0
Richard Hudson,R,True,53.3,True,North Carolina,08,4135872.0,4359009.0
Patricia Timmons-Goodson,D,False,46.7,False,North Carolina,08,3855743.0,3852668.0
Dan Bishop,R,True,55.6,True,North Carolina,09,4090260.0,4029864.0
Cynthia Wallace,D,False,44.4,False,North Carolina,09,811609.0,794300.0
Patrick McHenry,R,True,68.9,True,North Carolina,10,2780234.0,2339363.0
David Parker,D,False,31.1,False,North Carolina,10,30555.0,30555.0
Madison Cawthorn,R,False,54.5,True,North Carolina,11,4478970.0,4366783.0
Moe Davis,D,False,42.3,False,North Carolina,11,2251413.0,2148121.0
Alma Adams,D,True,100.0,True,North Carolina,12,824124.0,651883.0
Bill Brewster,R,False,0,False,North Carolina,12,21950.0,16763.0
Ted Budd,R,True,68.2,True,North Carolina,13,2294174.0,1293414.0
Scott Huffman,D,False,31.8,False,North Carolina,13,193334.0,189967.0
Kelly Armstrong,R,True,69.0,True,North Dakota,01,1269346.0,1080105.0
Zach Raknerud,D,False,27.6,False,North Dakota,01,28047.0,26029.0
Steve Chabot,R,True,51.8,True,Ohio,01,3177647.0,2861464.0
Kate Schroder,D,False,44.7,False,Ohio,01,4040303.0,4039798.0
Kevin Kahn,L,False,3.6,False,Ohio,01,12085.0,8398.0
Brad Wenstrup,R,True,61.1,True,Ohio,02,1794354.0,1757078.0
Jaime Castle,D,False,38.9,False,Ohio,02,284197.0,271471.0
Joyce Beatty,D,True,70.8,True,Ohio,03,2237887.0,2540687.0
Nicholas Moss,I,False,0.0,False,Ohio,03,1258.0,1248.0
Jim Jordan,R,True,67.9,True,Ohio,04,18313823.0,12945651.0
Chris Gibbs,I,False,0,False,Ohio,04,65807.0,65807.0
Bob Latta,R,True,68.0,True,Ohio,05,1580952.0,1477090.0
Nick Rubando,D,False,32.0,False,Ohio,05,249319.0,247423.0
Bill Johnson,R,True,74.4,True,Ohio,06,1866123.0,1853361.0
Shawna Roberts,D,False,25.6,False,Ohio,06,262.0,574.0
Bob Gibbs,R,True,67.5,True,Ohio,07,791888.0,453928.0
Quentin Potter,D,False,29.2,False,Ohio,07,12976.0,12976.0
Brandon Lape,L,False,3.3,False,Ohio,07,3348.0,2713.0
Warren Davidson,R,True,69.0,True,Ohio,08,1016740.0,841533.0
Vanessa Enoch,D,False,31.0,False,Ohio,08,40270.0,37546.0
Marcy Kaptur,D,True,63.1,True,Ohio,09,1090395.0,979798.0
Rob Weber,R,False,36.9,False,Ohio,09,134898.0,123262.0
Michael R Turner,R,True,58.4,True,Ohio,10,1752255.0,1736283.0
Desiree Tims,D,False,41.6,False,Ohio,10,2040760.0,2024010.0
Marcia Fudge,D,True,80.1,True,Ohio,11,755787.0,499820.0
Laverne Gore,R,False,20.0,False,Ohio,11,157044.0,156827.0
Troy Balderson,R,True,55.2,True,Ohio,12,2016826.0,1995665.0
Alaina Shearer,D,False,41.8,False,Ohio,12,1033711.0,1025410.0
John Stewart,L,False,3.0,False,Ohio,12,75170.0,66382.0
Tim Ryan,D,True,52.5,True,Ohio,13,1972446.0,2071454.0
Christina Hagan,R,False,44.9,False,Ohio,13,861723.0,820660.0
David P Joyce,R,True,60.1,True,Ohio,14,2917696.0,2501449.0
Hillary O'Connor Mueri,D,False,39.9,False,Ohio,14,579877.0,574646.0
Steve Stivers,R,True,63.4,True,Ohio,15,3004799.0,2293101.0
Joel Newby,D,False,36.6,False,Ohio,15,55797.0,55797.0
Anthony Gonzalez,R,True,63.2,True,Ohio,16,2338195.0,1839807.0
Aaron Godfrey,D,False,36.8,False,Ohio,16,60294.0,60430.0
Kevin Hern,R,True,63.7,True,Oklahoma,01,1094104.0,830366.0
Kojo Asamoa-Caesar,D,False,32.7,False,Oklahoma,01,157355.0,173928.0
Markwayne Mullin,R,True,75.0,True,Oklahoma,02,1660206.0,1077939.0
Danyell Lanier,D,False,22.0,False,Oklahoma,02,41730.0,41722.0
Frank D Lucas,R,True,78.5,True,Oklahoma,03,872749.0,1036145.0
Tom Cole,R,True,67.8,True,Oklahoma,04,1812530.0,1753697.0
Mary Brannon,D,False,28.8,False,Oklahoma,04,2084.0,1599.0
Kendra Horn,D,True,47.9,False,Oklahoma,05,5949800.0,5946195.0
Stephanie Bice,R,False,52.1,True,Oklahoma,05,3720520.0,3508929.0
Suzanne Bonamici,D,True,64.6,True,Oregon,01,959223.0,864627.0
Chris Christensen,R,False,35.2,False,Oregon,01,144.0,672.0
Cliff Bentz,R,False,60.0,True,Oregon,02,1450780.0,1361727.0
Alex Spenser,D,False,36.9,False,Oregon,02,20640.0,5089.0
Earl Blumenauer,D,True,73.0,True,Oregon,03,1813365.0,1948453.0
Joanna Harbour,R,False,23.5,False,Oregon,03,17681.0,14502.0
Peter DeFazio,D,True,51.6,True,Oregon,04,5182843.0,5781074.0
Alek Skarlatos,R,False,46.2,False,Oregon,04,5454621.0,5331264.0
Kurt Schrader,D,True,51.9,True,Oregon,05,2018692.0,1922073.0
Amy Ryan Courser,R,False,45.2,False,Oregon,05,231624.0,221041.0
Andy Harris,R,True,63.5,True,Maryland,01,1468096.0,973953.0
Mia Mason,D,False,36.3,False,Maryland,01,2524.0,0.0
Dutch Ruppersberger,D,True,67.2,True,Maryland,02,1012835.0,927353.0
Johnny Ray Salling,R,False,32.6,False,Maryland,02,68320.0,66895.0
John Sarbanes,D,True,69.5,True,Maryland,03,573599.0,687299.0
Charles Anthony,R,False,30.3,False,Maryland,03,7798.0,6742.0
Anthony Brown,D,True,79.3,True,Maryland,04,1446636.0,846827.0
Steny H Hoyer,D,True,68.5,True,Maryland,05,4587189.0,4342255.0
Chris Palombi,R,False,31.2,False,Maryland,05,43462.0,42095.0
David Trone,D,True,57.9,True,Maryland,06,2944893.0,2959748.0
Neil Parrott,R,False,40.2,False,Maryland,06,315936.0,261259.0
Kweisi Mfume,D,True,71.6,True,Maryland,07,1014126.0,713389.0
Kimberly Klacik,R,False,28.1,False,Maryland,07,8296845.0,7499454.0
Amber Ivey,I,False,0,False,Maryland,07,41924.0,43394.0
Jamie Raskin,D,True,67.3,True,Maryland,08,2072652.0,1399252.0
Gregory Coll,R,False,32.5,False,Maryland,08,30876.0,27257.0
Richard E Neal,D,True,96.5,True,Massachusetts,01,4949384.0,5873122.0
James P McGovern,D,True,65.3,True,Massachusetts,02,1052549.0,1089412.0
Tracy Lovvorn,R,False,34.6,False,Massachusetts,02,26311.0,22319.0
Lori Trahan,D,True,97.7,True,Massachusetts,03,1449303.0,1232437.0
Jake Auchincloss,D,False,60.8,True,Massachusetts,04,2608686.0,2150904.0
Julie Hall,R,False,38.9,False,Massachusetts,04,131603.0,129378.0
Katherine Clark,D,True,74.3,True,Massachusetts,05,1788706.0,1514877.0
Caroline Colarusso,R,False,25.6,False,Massachusetts,05,148635.0,146972.0
Seth Moulton,D,True,65.4,True,Massachusetts,06,1289805.0,1802169.0
John Paul Moran,R,False,34.4,False,Massachusetts,06,300220.0,299104.0
Ayanna Pressley,D,True,86.6,True,Massachusetts,07,2163370.0,1748432.0
Stephen Lynch,D,True,80.7,True,Massachusetts,08,905614.0,1134662.0
Bill Keating,D,True,61.3,True,Massachusetts,09,708680.0,652448.0
Helen Brady,R,False,36.3,False,Massachusetts,09,28233.0,23735.0
John Bergman,R,True,61.6,True,Michigan,01,1868512.0,1733466.0
Dana Ferguson,D,False,36.9,False,Michigan,01,346213.0,339788.0
Bill Huizenga,R,True,59.2,True,Michigan,02,2175411.0,1883610.0
Bryan Berghoef,D,False,38.2,False,Michigan,02,751576.0,669864.0
Jean-Michel Creviere,3,False,0.7,False,Michigan,02,281.0,1207.0
Hillary Scholten,D,False,47.0,False,Michigan,03,3793132.0,3765942.0
Peter Meijer,R,False,53.0,True,Michigan,03,2975972.0,2887774.0
John Moolenaar,R,True,65.0,True,Michigan,04,1528612.0,1036160.0
Jerry Hilliard,D,False,32.4,False,Michigan,04,23117.0,23603.0
Dan Kildee,D,True,54.5,True,Michigan,05,1669951.0,1504094.0
Tim Kelly,R,False,41.7,False,Michigan,05,71106.0,71106.0
Fred Upton,R,True,55.8,True,Michigan,06,3616380.0,3464617.0
Jon Hoadley,D,False,40.1,False,Michigan,06,3116491.0,3098366.0
Tim Walberg,R,True,58.8,True,Michigan,07,2301635.0,1586358.0
Gretchen Driskell,D,False,41.3,False,Michigan,07,1712840.0,1712840.0
Elissa Slotkin,D,True,50.9,True,Michigan,08,8967420.0,7419974.0
Paul Junge,R,False,47.3,False,Michigan,08,2107608.0,2097131.0
Andy Levin,D,True,57.8,True,Michigan,09,1316607.0,907237.0
Lisa McClain,R,False,66.3,True,Michigan,10,2266287.0,2137031.0
Kimberly Bizon,D,False,33.7,False,Michigan,10,41438.0,41246.0
Haley Stevens,D,True,50.2,True,Michigan,11,5776924.0,5707448.0
Eric Esshaki,R,False,47.8,False,Michigan,11,1298612.0,1291509.0
Debbie Dingell,D,True,66.4,True,Michigan,12,1630498.0,1689582.0
Jeff Jones,R,False,30.7,False,Michigan,12,10616.0,9657.0
Rashida Tlaib,D,True,77.9,True,Michigan,13,4014411.0,3690334.0
Donald Eason,I,False,0,False,Michigan,13,34156.0,34156.0
Brenda Lawrence,D,True,78.9,True,Michigan,14,1084662.0,789570.0
Vance Patrick,R,False,18.7,False,Michigan,14,39670.0,41973.0
Jim Hagedorn,R,True,48.6,True,Minnesota,01,2386033.0,2305994.0
Daniel Feehan,D,False,45.5,False,Minnesota,01,4861651.0,4863835.0
Angie Craig,D,True,48.2,True,Minnesota,02,5380101.0,4435492.0
Tyler Kistner,R,False,45.9,False,Minnesota,02,2990054.0,2956042.0
Dean Phillips,D,True,55.6,True,Minnesota,03,2328616.0,2152031.0
Kendall Qualls,R,False,44.3,False,Minnesota,03,1863927.0,1751214.0
Gary Heyer,I,False,0,False,Minnesota,03,827.0,827.0
Betty McCollum,D,True,63.2,True,Minnesota,04,1171748.0,994072.0
Gene Rechtzigel,R,False,29.0,False,Minnesota,04,20075.0,20075.0
Ilhan Omar,D,True,64.3,True,Minnesota,05,5718517.0,5605576.0
Lacy Johnson,R,False,25.8,False,Minnesota,05,12050564.0,12000896.0
Chris Kelley,3,False,0,False,Minnesota,05,249583.0,249583.0
Ervan Katari Miller,I,False,0,False,Minnesota,05,255.0,187.0
Tom Emmer,R,True,65.5,True,Minnesota,06,2804265.0,2537612.0
Tawnja Zahradka,D,False,34.3,False,Minnesota,06,49242.0,49214.0
Collin Peterson,D,True,39.9,False,Minnesota,07,2714012.0,2867577.0
Michelle Fischbach,R,False,53.4,True,Minnesota,07,2618450.0,2580501.0
Pete Stauber,R,True,56.7,True,Minnesota,08,2593190.0,2608759.0
Quinn Nystrom,D,False,37.6,False,Minnesota,08,1530606.0,1527005.0
Trent Kelly,R,True,68.7,True,Mississippi,01,876882.0,826673.0
Antonia Eliason,D,False,31.3,False,Mississippi,01,22281.0,18174.0
Bennie G Thompson,D,True,66.0,True,Mississippi,02,1377392.0,1096904.0
Michael Guest,R,True,64.7,True,Mississippi,03,766807.0,518162.0
Steven Palazzo,R,True,100.0,True,Mississippi,04,817129.0,747217.0
Cori Bush,D,False,78.8,True,Missouri,01,1418014.0,1333512.0
Ann Wagner,R,True,52.0,True,Missouri,02,5598287.0,6513101.0
Jill Schupp,D,False,45.4,False,Missouri,02,4850948.0,4830434.0
Blaine Luetkemeyer,R,True,69.4,True,Missouri,03,2022905.0,2081391.0
Vicky Hartzler,R,True,67.6,True,Missouri,04,1700978.0,1335607.0
Lindsey Simmons,D,False,29.7,False,Missouri,04,395934.0,384622.0
Emanuel Cleaver,D,True,58.5,True,Missouri,05,1393847.0,928061.0
Ryan Derks,R,False,38.7,False,Missouri,05,76488.0,76488.0
Sam Graves,R,True,67.1,True,Missouri,06,1959516.0,1654756.0
Gena Ross,D,False,30.8,False,Missouri,06,10170.0,10530.0
Billy Long,R,True,68.7,True,Missouri,07,1320420.0,1518234.0
Audrey Richards,I,False,0,False,Missouri,07,7985.0,8113.0
Jason Smith,R,True,76.9,True,Missouri,08,1900227.0,1514786.0
Kathryn Ellis,D,False,21.4,False,Missouri,08,302428.0,305387.0
Brian Fitzpatrick,R,True,58.7,True,Pennsylvania,01,4203825.0,4272135.0
Christina Finello,D,False,41.3,False,Pennsylvania,01,2336814.0,2329748.0
Brendan Boyle,D,True,65.1,True,Pennsylvania,02,1556650.0,756317.0
Dwight Evans,D,True,87.5,True,Pennsylvania,03,942386.0,781265.0
Madeleine Dean,D,True,56.0,True,Pennsylvania,04,1435995.0,1005928.0
Kathy Barnette,R,False,44.0,False,Pennsylvania,04,1000389.0,884640.0
Joe Tarshish,I,False,0,False,Pennsylvania,04,24038.0,23738.0
Mary Gay Scanlon,D,True,60.3,True,Pennsylvania,05,1455042.0,1350276.0
Dasha Pruett,R,False,39.7,False,Pennsylvania,05,105146.0,82437.0
Chrissy Houlahan,D,True,54.7,True,Pennsylvania,06,3484484.0,1327283.0
John Emmons,R,False,45.3,False,Pennsylvania,06,608859.0,601390.0
John McHugh,I,False,0,False,Pennsylvania,06,6165.0,4410.0
Susan Wild,D,True,51.7,True,Pennsylvania,07,4581056.0,4528267.0
Matt Cartwright,D,True,51.7,True,Pennsylvania,08,3885136.0,4144070.0
Jim Bognet,R,False,48.3,False,Pennsylvania,08,1519527.0,1386040.0
Dan Meuser,R,True,68.2,True,Pennsylvania,09,1071961.0,944010.0
Gary Wegman,D,False,31.8,False,Pennsylvania,09,188787.0,187348.0
Scott Perry,R,True,53.4,False,Pennsylvania,10,3956481.0,3839197.0
Eugene DePasquale,D,False,46.6,False,Pennsylvania,10,4534580.0,4526684.0
Lloyd Smucker,R,True,69.2,True,Pennsylvania,11,1349318.0,662704.0
Sarah Hammond,D,False,30.8,False,Pennsylvania,11,28733.0,23458.0
Fred Keller,R,True,71.8,True,Pennsylvania,12,1541938.0,1066158.0
Lee Griffin,D,False,28.2,False,Pennsylvania,12,45850.0,44571.0
Liz Terwilliger,L,False,0,False,Pennsylvania,12,6211.0,5937.0
John Joyce,R,True,79.0,True,Pennsylvania,13,1119769.0,461229.0
Todd Rowley,D,False,21.0,False,Pennsylvania,13,60348.0,67527.0
Guy Reschenthaler,R,True,67.8,True,Pennsylvania,14,2250282.0,1580488.0
Bill Marx,D,False,32.2,False,Pennsylvania,14,60403.0,45959.0
Glenn Thompson,R,True,76.3,True,Pennsylvania,15,1700061.0,1839073.0
Mike Kelly,R,True,67.2,True,Pennsylvania,16,2239488.0,1319340.0
Kristy Gnibus,D,False,32.8,False,Pennsylvania,16,584205.0,579453.0
Conor Lamb,D,True,51.1,True,Pennsylvania,17,4063114.0,3448850.0
Sean Parnell,R,False,48.9,False,Pennsylvania,17,3935774.0,3732399.0
Mike Doyle,D,True,64.6,True,Pennsylvania,18,1008711.0,999692.0
Luke Negron,R,False,35.4,False,Pennsylvania,18,57714.0,51666.0
David Cicilline,D,True,70.8,True,Rhode Island,01,1574854.0,1743173.0
Jim Langevin,D,True,58.2,True,Rhode Island,02,1102312.0,1422339.0
Bob Lancia,R,False,41.5,False,Rhode Island,02,55549.0,47877.0
Joe Cunningham,D,True,49.3,False,South Carolina,01,6941746.0,6993962.0
Nancy Mace,R,False,50.6,True,South Carolina,01,5766726.0,5707239.0
Joe Wilson,R,True,55.7,True,South Carolina,02,1648065.0,1723956.0
Adair Boroughs,D,False,42.6,False,South Carolina,02,2510526.0,2507664.0
Jeff Duncan,R,True,71.2,True,South Carolina,03,1509647.0,1271872.0
Hosea Cleveland,D,False,28.7,False,South Carolina,03,43214.0,45107.0
William Timmons,R,True,61.6,True,South Carolina,04,977784.0,982233.0
Kim Nelson,D,False,36.9,False,South Carolina,04,167825.0,167508.0
Ralph Norman,R,True,60.1,True,South Carolina,05,991246.0,859747.0
Moe Brown,D,False,39.9,False,South Carolina,05,480648.0,477295.0
James E Clyburn,D,True,68.2,True,South Carolina,06,3406945.0,2332128.0
Tom Rice,R,True,61.8,True,South Carolina,07,1405738.0,1242208.0
Melissa Watson,D,False,38.1,False,South Carolina,07,147623.0,147623.0
Larry Guy Hammond,L,False,0,False,South Carolina,07,199.0,199.0
Dusty Johnson,R,True,81.8,True,South Dakota,01,1693504.0,699356.0
Diana Harshbarger,R,False,74.8,True,Tennessee,01,2126946.0,1869100.0
Blair Nicole Walsingham,D,False,22.4,False,Tennessee,01,140209.0,134995.0
Tim Burchett,R,True,67.7,True,Tennessee,02,1336276.0,878488.0
Renee Hoyos,D,False,31.0,False,Tennessee,02,812784.0,816793.0
Chuck Fleischmann,R,True,67.3,True,Tennessee,03,1051653.0,381411.0
Meg Gorman,D,False,30.5,False,Tennessee,03,85843.0,77760.0
Scott Desjarlais,R,True,66.7,True,Tennessee,04,331464.0,392499.0
Christopher Hale,D,False,33.3,False,Tennessee,04,308731.0,302996.0
Jim Cooper,D,True,100.0,True,Tennessee,05,936569.0,1332131.0
John Rose,R,True,73.7,True,Tennessee,06,1050429.0,625688.0
Mark Green,R,True,69.9,True,Tennessee,07,1194960.0,935487.0
Kiran Sreepada,D,False,27.3,False,Tennessee,07,206644.0,207191.0
Ronald Brown,I,False,2.2,False,Tennessee,07,1750.0,0.0
Scott Vieira Jr,I,False,0.6,False,Tennessee,07,655.0,1049.0
David Kustoff,R,True,68.5,True,Tennessee,08,1641217.0,999285.0
Erika Stotts Pearson,D,False,29.5,False,Tennessee,08,19070.0,15883.0
Steve Cohen,D,True,77.4,True,Tennessee,09,607570.0,457311.0
Charlotte Bergmann,R,False,20.1,False,Tennessee,09,99147.0,100532.0
Dennis Clark,I,False,1.6,False,Tennessee,09,9991.0,9919.0
Louie Gohmert,R,True,72.6,True,Texas,01,552915.0,580441.0
Hank Gilbert,D,False,27.4,False,Texas,01,968155.0,734411.0
Dan Crenshaw,R,True,55.6,True,Texas,02,19427865.0,17596329.0
Sima Ladjevardian,D,False,42.8,False,Texas,02,3832697.0,3825287.0
Elliott Scheirman,L,False,1.6,False,Texas,02,15374.0,14296.0
Van Taylor,R,True,55.1,True,Texas,03,2655327.0,2825378.0
Helane Seikaly,D,False,42.9,False,Texas,03,1635185.0,1634843.0
Patrick Fallon,R,False,75.1,True,Texas,04,257174.0,95065.0
Tracy Shawn Jones,I,False,0.4,False,Texas,04,13002.0,10595.0
Lance Gooden,R,True,62.0,True,Texas,05,1610327.0,1311983.0
Carolyn Salter,D,False,35.9,False,Texas,05,317848.0,289112.0
Kevin Hale,L,False,2.1,False,Texas,05,18405.0,6508.0
Ron Wright,R,True,52.8,True,Texas,06,912134.0,907693.0
Stephen Daniel,D,False,44.0,False,Texas,06,680402.0,677568.0
Lizzie Fletcher,D,True,50.8,True,Texas,07,6265165.0,6246136.0
Wesley Hunt,R,False,47.5,False,Texas,07,7524064.0,7300122.0
Kevin Brady,R,True,72.5,True,Texas,08,3570477.0,3190447.0
Elizabeth Hernandez,D,False,25.5,False,Texas,08,17227.0,14981.0
Al Green,D,True,75.5,True,Texas,09,460332.0,486155.0
Johnny Teague,R,False,21.6,False,Texas,09,89965.0,88366.0
Michael McCaul,R,True,52.5,True,Texas,10,3856477.0,3910930.0
Mike Siegel,D,False,45.4,False,Texas,10,2873926.0,2829765.0
August Pfluger,R,False,79.7,True,Texas,11,2578540.0,1984134.0
Jon Mark Hogg,D,False,18.3,False,Texas,11,137730.0,135141.0
Kay Granger,R,True,63.7,True,Texas,12,3161288.0,3271815.0
Lisa Welch,D,False,33.0,False,Texas,12,98465.0,98475.0
Trey Holcomb,L,False,3.3,False,Texas,12,967.0,457.0
Ronny Jackson,R,False,79.4,True,Texas,13,2128271.0,1741132.0
Gus Trujillo,D,False,18.5,False,Texas,13,22826.0,18820.0
Randy Weber,R,True,61.6,True,Texas,14,936202.0,924659.0
Adrienne Bell,D,False,38.4,False,Texas,14,244754.0,240934.0
Cyrus Sajna,I,False,0,False,Texas,14,35096.0,34942.0
Michael David Sanchez,I,False,0,False,Texas,14,100.0,12.0
Vicente Gonzalez,D,True,50.5,True,Texas,15,1008381.0,657500.0
Monica De La Cruz,R,False,47.6,False,Texas,15,344893.0,338832.0
