candidate_name,party,incumbent,winner,perc_vote,money_raised,money_spent,state_name,district,state_dist,perc_vote_max,winner_bool
Ron Estes,R,1,1,64.0,1993808,1420188,KS,04,KS04,64.0,1
Laura Lombard,D,0,0,36.0,264459,258684,KS,04,KS04,64.0,0
James Comer,R,1,1,75.0,736116,502554,KY,01,KY01,75.0,1
Brett Guthrie,R,1,1,71.0,1412797,1566622,KY,02,KY02,71.0,1
Hank Linderman,D,0,0,26.3,93388,71122,KY,02,KY02,71.0,0
Robert Lee Perry,L,0,0,2.1,12798,7825,KY,02,KY02,71.0,0
John Yarmuth,D,1,1,62.7,658295,690226,KY,03,KY03,62.7,1
Rhonda Palazzo,R,0,0,37.3,46144,45668,KY,03,KY03,62.7,0
Thomas Massie,R,1,1,67.1,1457316,1563275,KY,04,KY04,67.1,1
Alexandra Owensby,D,0,0,32.9,156174,106359,KY,04,KY04,67.1,0
Hal Rogers,R,1,1,84.2,664168,835781,KY,05,KY05,84.2,1
Andy Barr,R,1,1,57.3,4536264,4316239,KY,06,KY06,57.3,1
Josh Hicks,D,0,0,41.0,2936320,2935615,KY,06,KY06,57.3,0
Steve Scalise,R,1,1,72.2,37262827,32830607,LA,01,LA01,72.2,1
Cedric Richmond,D,1,1,63.6,1628289,1302079,LA,02,LA02,63.6,1
Clay Higgins,R,1,1,67.8,751498,720424,LA,03,LA03,67.8,1
Robert Jon Anderson,D,0,0,11.6,63617,48015,LA,03,LA03,67.8,0
Braylon Harris,D,0,0,17.9,23006,15130,LA,03,LA03,67.8,0
Mike Johnson,R,1,1,60.4,1299787,1039393,LA,04,LA04,60.4,1
Kenny Houston,D,0,0,25.5,33677,33407,LA,04,LA04,60.4,0
Garret Graves,R,1,1,71.1,1743015,1200287,LA,06,LA06,71.1,1
Dartanyon Williams,D,0,0,25.6,111316,98114,LA,06,LA06,71.1,0
Chellie Pingree,D,1,1,61.5,487080,264790,ME,01,ME01,61.5,1
Jay Allen,R,0,0,38.5,79585,69853,ME,01,ME01,61.5,0
Jared Golden,D,1,1,52.9,5272142,5233990,ME,02,ME02,52.9,1
Dale Crafts,R,0,0,47.1,1199805,1196117,ME,02,ME02,52.9,0
Andy Harris,R,1,1,63.5,1468096,973953,MD,01,MD01,63.5,1
Mia Mason,D,0,0,36.3,2524,0,MD,01,MD01,63.5,0
Dutch Ruppersberger,D,1,1,67.2,1012835,927353,MD,02,MD02,67.2,1
Johnny Ray Salling,R,0,0,32.6,68320,66895,MD,02,MD02,67.2,0
John Sarbanes,D,1,1,69.5,573599,687299,MD,03,MD03,69.5,1
Charles Anthony,R,0,0,30.3,7798,6742,MD,03,MD03,69.5,0
Anthony Brown,D,1,1,79.3,1446636,846827,MD,04,MD04,79.3,1
Steny H Hoyer,D,1,1,68.5,4587189,4342255,MD,05,MD05,68.5,1
Chris Palombi,R,0,0,31.2,43462,42095,MD,05,MD05,68.5,0
David Trone,D,1,1,57.9,2944893,2959748,MD,06,MD06,57.9,1
Neil Parrott,R,0,0,40.2,315936,261259,MD,06,MD06,57.9,0
Kweisi Mfume,D,1,1,71.6,1014126,713389,MD,07,MD07,71.6,1
Kimberly Klacik,R,0,0,28.1,8296845,7499454,MD,07,MD07,71.6,0
Amber Ivey,I,0,0,0.0,41924,43394,MD,07,MD07,71.6,0
Jamie Raskin,D,1,1,67.3,2072652,1399252,MD,08,MD08,67.3,1
Gregory Coll,R,0,0,32.5,30876,27257,MD,08,MD08,67.3,0
Richard E Neal,D,1,1,96.5,4949384,5873122,MA,01,MA01,96.5,1
James P McGovern,D,1,1,65.3,1052549,1089412,MA,02,MA02,65.3,1
Tracy Lovvorn,R,0,0,34.6,26311,22319,MA,02,MA02,65.3,0
Lori Trahan,D,1,1,97.7,1449303,1232437,MA,03,MA03,97.7,1
Jake Auchincloss,D,0,1,60.8,2608686,2150904,MA,04,MA04,60.8,1
Julie Hall,R,0,0,38.9,131603,129378,MA,04,MA04,60.8,0
Katherine Clark,D,1,1,74.3,1788706,1514877,MA,05,MA05,74.3,1
Caroline Colarusso,R,0,0,25.6,148635,146972,MA,05,MA05,74.3,0
Seth Moulton,D,1,1,65.4,1289805,1802169,MA,06,MA06,65.4,1
John Paul Moran,R,0,0,34.4,300220,299104,MA,06,MA06,65.4,0
Ayanna Pressley,D,1,1,86.6,2163370,1748432,MA,07,MA07,86.6,1
Stephen Lynch,D,1,1,80.7,905614,1134662,MA,08,MA08,80.7,1
Bill Keating,D,1,1,61.3,708680,652448,MA,09,MA09,61.3,1
Helen Brady,R,0,0,36.3,28233,23735,MA,09,MA09,61.3,0
John Bergman,R,1,1,61.6,1868512,1733466,MI,01,MI01,61.6,1
Dana Ferguson,D,0,0,36.9,346213,339788,MI,01,MI01,61.6,0
Bill Huizenga,R,1,1,59.2,2175411,1883610,MI,02,MI02,59.2,1
Bryan Berghoef,D,0,0,38.2,751576,669864,MI,02,MI02,59.2,0
Jean-Michel Creviere,3,0,0,0.7,281,1207,MI,02,MI02,59.2,0
Hillary Scholten,D,0,0,47.0,3793132,3765942,MI,03,MI03,53.0,0
Peter Meijer,R,0,1,53.0,2975972,2887774,MI,03,MI03,53.0,1
John Moolenaar,R,1,1,65.0,1528612,1036160,MI,04,MI04,65.0,1
Jerry Hilliard,D,0,0,32.4,23117,23603,MI,04,MI04,65.0,0
Dan Kildee,D,1,1,54.5,1669951,1504094,MI,05,MI05,54.5,1
Tim Kelly,R,0,0,41.7,71106,71106,MI,05,MI05,54.5,0
Fred Upton,R,1,1,55.8,3616380,3464617,MI,06,MI06,55.8,1
Jon Hoadley,D,0,0,40.1,3116491,3098366,MI,06,MI06,55.8,0
Tim Walberg,R,1,1,58.8,2301635,1586358,MI,07,MI07,58.8,1
Gretchen Driskell,D,0,0,41.3,1712840,1712840,MI,07,MI07,58.8,0
Elissa Slotkin,D,1,1,50.9,8967420,7419974,MI,08,MI08,50.9,1
Paul Junge,R,0,0,47.3,2107608,2097131,MI,08,MI08,50.9,0
Andy Levin,D,1,1,57.8,1316607,907237,MI,09,MI09,57.8,1
Lisa McClain,R,0,1,66.3,2266287,2137031,MI,10,MI10,66.3,1
Kimberly Bizon,D,0,0,33.7,41438,41246,MI,10,MI10,66.3,0
Haley Stevens,D,1,1,50.2,5776924,5707448,MI,11,MI11,50.2,1
Eric Esshaki,R,0,0,47.8,1298612,1291509,MI,11,MI11,50.2,0
Debbie Dingell,D,1,1,66.4,1630498,1689582,MI,12,MI12,66.4,1
Jeff Jones,R,0,0,30.7,10616,9657,MI,12,MI12,66.4,0
Rashida Tlaib,D,1,1,77.9,4014411,3690334,MI,13,MI13,77.9,1
Donald Eason,I,0,0,0.0,34156,34156,MI,13,MI13,77.9,0
Brenda Lawrence,D,1,1,78.9,1084662,789570,MI,14,MI14,78.9,1
Vance Patrick,R,0,0,18.7,39670,41973,MI,14,MI14,78.9,0
Jim Hagedorn,R,1,1,48.6,2386033,2305994,MN,01,MN01,48.6,1
Daniel Feehan,D,0,0,45.5,4861651,4863835,MN,01,MN01,48.6,0
Angie Craig,D,1,1,48.2,5380101,4435492,MN,02,MN02,48.2,1
Tyler Kistner,R,0,0,45.9,2990054,2956042,MN,02,MN02,48.2,0
Dean Phillips,D,1,1,55.6,2328616,2152031,MN,03,MN03,55.6,1
Kendall Qualls,R,0,0,44.3,1863927,1751214,MN,03,MN03,55.6,0
Gary Heyer,I,0,0,0.0,827,827,MN,03,MN03,55.6,0
Betty McCollum,D,1,1,63.2,1171748,994072,MN,04,MN04,63.2,1
Gene Rechtzigel,R,0,0,29.0,20075,20075,MN,04,MN04,63.2,0
Ilhan Omar,D,1,1,64.3,5718517,5605576,MN,05,MN05,64.3,1
Lacy Johnson,R,0,0,25.8,12050564,12000896,MN,05,MN05,64.3,0
Chris Kelley,3,0,0,0.0,249583,249583,MN,05,MN05,64.3,0
Ervan Katari Miller,I,0,0,0.0,255,187,MN,05,MN05,64.3,0
Tom Emmer,R,1,1,65.5,2804265,2537612,MN,06,MN06,65.5,1
Tawnja Zahradka,D,0,0,34.3,49242,49214,MN,06,MN06,65.5,0
Collin Peterson,D,1,0,39.9,2714012,2867577,MN,07,MN07,53.4,0
Michelle Fischbach,R,0,1,53.4,2618450,2580501,MN,07,MN07,53.4,1
Pete Stauber,R,1,1,56.7,2593190,2608759,MN,08,MN08,56.7,1
Quinn Nystrom,D,0,0,37.6,1530606,1527005,MN,08,MN08,56.7,0
Trent Kelly,R,1,1,68.7,876882,826673,MS,01,MS01,68.7,1
Antonia Eliason,D,0,0,31.3,22281,18174,MS,01,MS01,68.7,0
Bennie G Thompson,D,1,1,66.0,1377392,1096904,MS,02,MS02,66.0,1
Michael Guest,R,1,1,64.7,766807,518162,MS,03,MS03,64.7,1
Steven Palazzo,R,1,1,100.0,817129,747217,MS,04,MS04,100.0,1
Cori Bush,D,0,1,78.8,1418014,1333512,MO,01,MO01,78.8,1
Ann Wagner,R,1,1,52.0,5598287,6513101,MO,02,MO02,52.0,1
Jill Schupp,D,0,0,45.4,4850948,4830434,MO,02,MO02,52.0,0
Blaine Luetkemeyer,R,1,1,69.4,2022905,2081391,MO,03,MO03,69.4,1
Vicky Hartzler,R,1,1,67.6,1700978,1335607,MO,04,MO04,67.6,1
Lindsey Simmons,D,0,0,29.7,395934,384622,MO,04,MO04,67.6,0
Emanuel Cleaver,D,1,1,58.5,1393847,928061,MO,05,MO05,58.5,1
Ryan Derks,R,0,0,38.7,76488,76488,MO,05,MO05,58.5,0
Sam Graves,R,1,1,67.1,1959516,1654756,MO,06,MO06,67.1,1
Gena Ross,D,0,0,30.8,10170,10530,MO,06,MO06,67.1,0
Billy Long,R,1,1,68.7,1320420,1518234,MO,07,MO07,68.7,1
Audrey Richards,I,0,0,0.0,7985,8113,MO,07,MO07,68.7,0
Jason Smith,R,1,1,76.9,1900227,1514786,MO,08,MO08,76.9,1
Kathryn Ellis,D,0,0,21.4,302428,305387,MO,08,MO08,76.9,0
Kathleen Williams,D,0,0,43.6,6201758,6232286,MT,01,MT01,56.4,0
Matt Rosendale,R,0,1,56.4,3674706,3488045,MT,01,MT01,56.4,1
Jeff Fortenberry,R,1,1,59.5,1472816,2458330,NE,01,NE01,59.5,1
Kate Bolz,D,0,0,37.7,1143509,1140371,NE,01,NE01,59.5,0
Don Bacon,R,1,1,50.6,3749272,3713961,NE,02,NE02,50.6,1
Kara Eastman,D,0,0,46.3,4414390,4468006,NE,02,NE02,50.6,0
Adrian Smith,R,1,1,78.5,1506473,1148409,NE,03,NE03,78.5,1
Mark Elworth Jr,D,0,0,17.7,255,0,NE,03,NE03,78.5,0
Dina Titus,D,1,1,61.8,706193,587919,NV,01,NV01,61.8,1
Mark Amodei,R,1,1,56.5,1048056,1016673,NV,02,NV02,56.5,1
Patricia Ackerman,D,0,0,40.7,449363,449449,NV,02,NV02,56.5,0
Susie Lee,D,1,1,48.8,4748019,4732009,NV,03,NV03,48.8,1
Dan Rodimer,R,0,0,45.8,2936059,2915216,NV,03,NV03,48.8,0
Steven Horsford,D,1,1,50.7,3492372,3024427,NV,04,NV04,50.7,1
Jim Marchant,R,0,0,45.8,1462772,1419405,NV,04,NV04,50.7,0
Jonathan Royce Esteban,L,0,0,2.4,2788,1603,NV,04,NV04,50.7,0
Chris Pappas,D,1,1,51.3,3205731,3105663,NH,01,NH01,51.3,1
Matt Mowers,R,0,0,46.2,1707214,1698761,NH,01,NH01,51.3,0
Ann Kuster,D,1,1,53.9,2960033,2970274,NH,02,NH02,53.9,1
Steve Negron,R,0,0,43.7,368177,378959,NH,02,NH02,53.9,0
Don Norcross,D,1,1,62.5,2221989,1087264,NJ,01,NJ01,62.5,1
Claire Gustafson,R,0,0,37.5,36520,21761,NJ,01,NJ01,62.5,0
Jeff Van Drew,R,1,1,51.9,4229171,4041493,NJ,02,NJ02,51.9,1
Amy Kennedy,D,0,0,46.2,4984376,4978913,NJ,02,NJ02,51.9,0
Andy Kim,D,1,1,53.2,7241283,6753262,NJ,03,NJ03,53.2,1
David Richter,R,0,0,45.5,1473669,1470648,NJ,03,NJ03,53.2,0
Chris Smith,R,1,1,59.9,1383085,1284522,NJ,04,NJ04,59.9,1
Stephanie Schmid,D,0,0,38.3,699580,658011,NJ,04,NJ04,59.9,0
Josh Gottheimer,D,1,1,53.2,7694027,3487964,NJ,05,NJ05,53.2,1
Frank Pallotta,R,0,0,45.6,1972033,1948705,NJ,05,NJ05,53.2,0
Louis A. Vellucci,I,0,0,1.2,5456,5342,NJ,05,NJ05,53.2,0
Frank Pallone Jr,D,1,1,61.2,3231755,2021737,NJ,06,NJ06,61.2,1
Tom Malinowski,D,1,1,50.6,7414403,7423758,NJ,07,NJ07,50.6,1
Tom Kean,R,0,0,49.4,3869121,3775442,NJ,07,NJ07,50.6,0
Albio Sires,D,1,1,74.0,605810,551325,NJ,08,NJ08,74.0,1
Bill Pascrell Jr,D,1,1,65.8,1560550,1795410,NJ,09,NJ09,65.8,1
Billy Prempeh,R,0,0,31.9,44269,35075,NJ,09,NJ09,65.8,0
Donald M Payne Jr,D,1,1,83.3,593735,457252,NJ,10,NJ10,83.3,1
Mikie Sherrill,D,1,1,53.3,6419707,3733106,NJ,11,NJ11,53.3,1
Rosemary Becchi,R,0,0,46.7,1687532,1686236,NJ,11,NJ11,53.3,0
Bonnie Watson Coleman,D,1,1,65.6,798439,840651,NJ,12,NJ12,65.6,1
Mark Razzoli,R,0,0,32.6,3065,1142,NJ,12,NJ12,65.6,0
Debra Haaland,D,1,1,58.1,2246734,1875766,NM,01,NM01,58.1,1
Michelle Garcia Holmes,R,0,0,41.9,257294,245590,NM,01,NM01,58.1,0
Xochitl Torres Small,D,1,0,46.3,8387337,8539065,NM,02,NM02,53.7,0
Yvette Herrell,R,0,1,53.7,2805711,2921785,NM,02,NM02,53.7,1
Steve Jones,I,0,0,0.0,9405,9505,NM,02,NM02,53.7,0
Teresa Leger Fernandez,D,0,1,58.7,2296594,2132010,NM,03,NM03,58.7,1
Alexis Johnson,R,0,0,41.3,147303,147303,NM,03,NM03,58.7,0
Lee Zeldin,R,1,1,55.9,8396981,8250116,NY,01,NY01,55.9,1
Nancy Goroff,D,0,0,44.1,7866239,7860977,NY,01,NY01,55.9,0
Jackie Gordon,D,0,0,46.0,4351881,4334484,NY,02,NY02,52.9,0
Andrew Garbarino,R,0,1,52.9,1743986,1612132,NY,02,NY02,52.9,1
Harry Burger,3,0,0,1.0,2430,594,NY,02,NY02,52.9,0
Tom Suozzi,D,1,1,53.2,2941006,2331302,NY,03,NY03,53.2,1
George Santos,R,0,0,46.2,658883,591239,NY,03,NY03,53.2,0
Joshua Sauberman,I,0,0,0.0,127,270,NY,03,NY03,53.2,0
Kathleen Rice,D,1,1,52.0,1106258,1210410,NY,04,NY04,52.0,1
Douglas Tuman,R,0,0,47.3,134937,130995,NY,04,NY04,52.0,0
Ed Dennehy,I,0,0,0.0,9031,9031,NY,04,NY04,52.0,0
Gregory Meeks,D,1,1,99.0,2097572,1467454,NY,05,NY05,99.0,1
Amit Lal,I,0,0,0.0,126,0,NY,05,NY05,99.0,0
Grace Meng,D,1,1,62.6,1292084,1872311,NY,06,NY06,62.6,1
Thomas Zmich,R,0,0,37.4,133403,131278,NY,06,NY06,62.6,0
Nydia Velazquez,D,1,1,83.0,803217,676248,NY,07,NY07,83.0,1
Hakeem Jeffries,D,1,1,82.5,4168717,3293077,NY,08,NY08,82.5,1
Yvette Clarke,D,1,1,81.5,1200067,1190143,NY,09,NY09,81.5,1
Jerrold Nadler,D,1,1,68.5,1848688,1950774,NY,10,NY10,68.5,1
Cathy Bernstein,R,0,0,30.1,49975,28384,NY,10,NY10,68.5,0
Jeanne Nigro,I,0,0,0.0,34548,28039,NY,10,NY10,68.5,0
Michael Madrid,L,0,0,1.2,14326,12149,NY,10,NY10,68.5,0
Max Rose,D,1,0,42.0,9284434,9499242,NY,11,NY11,57.8,0
Nicole Malliotakis,R,0,1,57.8,3469995,3447052,NY,11,NY11,57.8,1
Kemi Akindude,I,0,0,0.0,21261,14697,NY,11,NY11,57.8,0
Carolyn Maloney,D,1,1,78.9,3067173,3059202,NY,12,NY12,78.9,1
Adriano Espaillat,D,1,1,86.0,1087237,1252740,NY,13,NY13,86.0,1
Lovelynn Gwinn,R,0,0,8.0,39384,39384,NY,13,NY13,86.0,0
Alexandria OcasioCortez,D,1,1,68.7,20664795,16735422,NY,14,NY14,68.7,1
John C. Cummings,R,0,0,30.5,11140937,10947758,NY,14,NY14,68.7,0
Ritchie Torres,D,0,1,88.2,2194025,1804336,NY,15,NY15,88.2,1
Jamaal Bowman,D,0,1,82.9,2878898,2801424,NY,16,NY16,82.9,1
Mondaire Jones,D,0,1,54.1,2984052,2186463,NY,17,NY17,54.1,1
Maureen McArdle Schulman,R,0,0,39.8,54732,60084,NY,17,NY17,54.1,0
Michael Parietti,3,0,0,0.9,44787,19670,NY,17,NY17,54.1,0
Sean Patrick Maloney,D,1,1,51.8,2556294,1718525,NY,18,NY18,51.8,1
Chele Farley,R,0,0,47.3,1186211,1152124,NY,18,NY18,51.8,0
Scott Smith,I,0,0,0.9,8718,8403,NY,18,NY18,51.8,0
Antonio Delgado,D,1,1,51.5,5949475,2963286,NY,19,NY19,51.5,1
Kyle Van De Water,R,0,0,45.9,153796,120097,NY,19,NY19,51.5,0
Paul Tonko,D,1,1,56.5,1541984,1418994,NY,20,NY20,56.5,1
Elizabeth Joy,R,0,0,43.4,370852,336845,NY,20,NY20,56.5,0
Elise Stefanik,R,1,1,64.4,13287248,11655936,NY,21,NY21,64.4,1
Tedra Cobb,D,0,0,35.6,5586793,5593266,NY,21,NY21,64.4,0
Tom Reed,R,1,1,57.7,3275177,3145027,NY,23,NY23,57.7,1
Tracy Mitrano,D,0,0,41.4,1450322,1466128,NY,23,NY23,57.7,0
John Katko,R,1,1,53.1,3821107,3597234,NY,24,NY24,53.1,1
Dana Balter,D,0,0,43.0,3212469,3230808,NY,24,NY24,53.1,0
Joseph D Morelle,D,1,1,59.3,1375366,1274426,NY,25,NY25,59.3,1
George Mitris,R,0,0,39.1,301376,279047,NY,25,NY25,59.3,0
Kevin Wilson,L,0,0,1.5,5128,3417,NY,25,NY25,59.3,0
Brian Higgins,D,1,1,69.8,1124168,984106,NY,26,NY26,69.8,1
Chris Jacobs,R,1,1,59.7,2147101,2084271,NY,27,NY27,59.7,1
Nate McMurray,D,0,0,39.0,1150058,1097111,NY,27,NY27,59.7,0
Duane Whitmer,L,0,0,1.3,36056,36056,NY,27,NY27,59.7,0
G K Butterfield,D,1,1,54.2,1032869,880420,NC,01,NC01,54.2,1
Sandy Smith,R,0,0,45.8,1458375,1437805,NC,01,NC01,54.2,0
Deborah Ross,D,0,1,63.0,2268381,1816923,NC,02,NC02,63.0,1
Alan Swain,R,0,0,34.8,119664,119435,NC,02,NC02,63.0,0
Japheth Matemu,L,0,0,2.2,625,54,NC,02,NC02,63.0,0
Greg Murphy,R,1,1,63.4,1767790,1505559,NC,03,NC03,63.4,1
David Price,D,1,1,67.3,1161738,1014872,NC,04,NC04,67.3,1
Virginia Foxx,R,1,1,66.9,1858388,1944629,NC,05,NC05,66.9,1
David Wilson Brown,D,0,0,31.1,61596,60668,NC,05,NC05,66.9,0
Kathy Manning,D,0,1,62.3,2002284,1695596,NC,06,NC06,62.3,1
Lee Haywood,R,0,0,37.7,73878,58342,NC,06,NC06,62.3,0
Jennyfer Bucardo,I,0,0,0.0,750,759,NC,06,NC06,62.3,0
David Rouzer,R,1,1,60.3,1628458,1038883,NC,07,NC07,60.3,1
Christopher Ward,D,0,0,39.6,16260,4119,NC,07,NC07,60.3,0
Richard Hudson,R,1,1,53.3,4135872,4359009,NC,08,NC08,53.3,1
Patricia Timmons-Goodson,D,0,0,46.7,3855743,3852668,NC,08,NC08,53.3,0
Dan Bishop,R,1,1,55.6,4090260,4029864,NC,09,NC09,55.6,1
Cynthia Wallace,D,0,0,44.4,811609,794300,NC,09,NC09,55.6,0
Patrick McHenry,R,1,1,68.9,2780234,2339363,NC,10,NC10,68.9,1
David Parker,D,0,0,31.1,30555,30555,NC,10,NC10,68.9,0
Madison Cawthorn,R,0,1,54.5,4478970,4366783,NC,11,NC11,54.5,1
Moe Davis,D,0,0,42.3,2251413,2148121,NC,11,NC11,54.5,0
Alma Adams,D,1,1,100.0,824124,651883,NC,12,NC12,100.0,1
Bill Brewster,R,0,0,0.0,21950,16763,NC,12,NC12,100.0,0
Ted Budd,R,1,1,68.2,2294174,1293414,NC,13,NC13,68.2,1
Scott Huffman,D,0,0,31.8,193334,189967,NC,13,NC13,68.2,0
Kelly Armstrong,R,1,1,69.0,1269346,1080105,ND,01,ND01,69.0,1
Zach Raknerud,D,0,0,27.6,28047,26029,ND,01,ND01,69.0,0
Steve Chabot,R,1,1,51.8,3177647,2861464,OH,01,OH01,51.8,1
Kate Schroder,D,0,0,44.7,4040303,4039798,OH,01,OH01,51.8,0
Kevin Kahn,L,0,0,3.6,12085,8398,OH,01,OH01,51.8,0
Brad Wenstrup,R,1,1,61.1,1794354,1757078,OH,02,OH02,61.1,1
Jaime Castle,D,0,0,38.9,284197,271471,OH,02,OH02,61.1,0
Joyce Beatty,D,1,1,70.8,2237887,2540687,OH,03,OH03,70.8,1
Nicholas Moss,I,0,0,0.0,1258,1248,OH,03,OH03,70.8,0
Jim Jordan,R,1,1,67.9,18313823,12945651,OH,04,OH04,67.9,1
Chris Gibbs,I,0,0,0.0,65807,65807,OH,04,OH04,67.9,0
Bob Latta,R,1,1,68.0,1580952,1477090,OH,05,OH05,68.0,1
Nick Rubando,D,0,0,32.0,249319,247423,OH,05,OH05,68.0,0
Bill Johnson,R,1,1,74.4,1866123,1853361,OH,06,OH06,74.4,1
Shawna Roberts,D,0,0,25.6,262,574,OH,06,OH06,74.4,0
Bob Gibbs,R,1,1,67.5,791888,453928,OH,07,OH07,67.5,1
Quentin Potter,D,0,0,29.2,12976,12976,OH,07,OH07,67.5,0
Brandon Lape,L,0,0,3.3,3348,2713,OH,07,OH07,67.5,0
Warren Davidson,R,1,1,69.0,1016740,841533,OH,08,OH08,69.0,1
Vanessa Enoch,D,0,0,31.0,40270,37546,OH,08,OH08,69.0,0
Marcy Kaptur,D,1,1,63.1,1090395,979798,OH,09,OH09,63.1,1
Rob Weber,R,0,0,36.9,134898,123262,OH,09,OH09,63.1,0
Michael R Turner,R,1,1,58.4,1752255,1736283,OH,10,OH10,58.4,1
Desiree Tims,D,0,0,41.6,2040760,2024010,OH,10,OH10,58.4,0
Marcia Fudge,D,1,1,80.1,755787,499820,OH,11,OH11,80.1,1
Laverne Gore,R,0,0,20.0,157044,156827,OH,11,OH11,80.1,0
Troy Balderson,R,1,1,55.2,2016826,1995665,OH,12,OH12,55.2,1
Alaina Shearer,D,0,0,41.8,1033711,1025410,OH,12,OH12,55.2,0
John Stewart,L,0,0,3.0,75170,66382,OH,12,OH12,55.2,0
Tim Ryan,D,1,1,52.5,1972446,2071454,OH,13,OH13,52.5,1
Christina Hagan,R,0,0,44.9,861723,820660,OH,13,OH13,52.5,0
David P Joyce,R,1,1,60.1,2917696,2501449,OH,14,OH14,60.1,1
Hillary O'Connor Mueri,D,0,0,39.9,579877,574646,OH,14,OH14,60.1,0
Steve Stivers,R,1,1,63.4,3004799,2293101,OH,15,OH15,63.4,1
Joel Newby,D,0,0,36.6,55797,55797,OH,15,OH15,63.4,0
Anthony Gonzalez,R,1,1,63.2,2338195,1839807,OH,16,OH16,63.2,1
Aaron Godfrey,D,0,0,36.8,60294,60430,OH,16,OH16,63.2,0
Kevin Hern,R,1,1,63.7,1094104,830366,OK,01,OK01,63.7,1
Kojo Asamoa-Caesar,D,0,0,32.7,157355,173928,OK,01,OK01,63.7,0
Markwayne Mullin,R,1,1,75.0,1660206,1077939,OK,02,OK02,75.0,1
Danyell Lanier,D,0,0,22.0,41730,41722,OK,02,OK02,75.0,0
Frank D Lucas,R,1,1,78.5,872749,1036145,OK,03,OK03,78.5,1
Tom Cole,R,1,1,67.8,1812530,1753697,OK,04,OK04,67.8,1
Mary Brannon,D,0,0,28.8,2084,1599,OK,04,OK04,67.8,0
Kendra Horn,D,1,0,47.9,5949800,5946195,OK,05,OK05,52.1,0
Stephanie Bice,R,0,1,52.1,3720520,3508929,OK,05,OK05,52.1,1
Suzanne Bonamici,D,1,1,64.6,959223,864627,OR,01,OR01,64.6,1
Chris Christensen,R,0,0,35.2,144,672,OR,01,OR01,64.6,0
Cliff Bentz,R,0,1,60.0,1450780,1361727,OR,02,OR02,60.0,1
Alex Spenser,D,0,0,36.9,20640,5089,OR,02,OR02,60.0,0
Earl Blumenauer,D,1,1,73.0,1813365,1948453,OR,03,OR03,73.0,1
Joanna Harbour,R,0,0,23.5,17681,14502,OR,03,OR03,73.0,0
Peter DeFazio,D,1,1,51.6,5182843,5781074,OR,04,OR04,51.6,1
Alek Skarlatos,R,0,0,46.2,5454621,5331264,OR,04,OR04,51.6,0
Kurt Schrader,D,1,1,51.9,2018692,1922073,OR,05,OR05,51.9,1
Amy Ryan Courser,R,0,0,45.2,231624,221041,OR,05,OR05,51.9,0
Brian Fitzpatrick,R,1,1,58.7,4203825,4272135,PA,01,PA01,58.7,1
Christina Finello,D,0,0,41.3,2336814,2329748,PA,01,PA01,58.7,0
Brendan Boyle,D,1,1,65.1,1556650,756317,PA,02,PA02,65.1,1
Dwight Evans,D,1,1,87.5,942386,781265,PA,03,PA03,87.5,1
Madeleine Dean,D,1,1,56.0,1435995,1005928,PA,04,PA04,56.0,1
Kathy Barnette,R,0,0,44.0,1000389,884640,PA,04,PA04,56.0,0
Joe Tarshish,I,0,0,0.0,24038,23738,PA,04,PA04,56.0,0
Mary Gay Scanlon,D,1,1,60.3,1455042,1350276,PA,05,PA05,60.3,1
Dasha Pruett,R,0,0,39.7,105146,82437,PA,05,PA05,60.3,0
Chrissy Houlahan,D,1,1,54.7,3484484,1327283,PA,06,PA06,54.7,1
John Emmons,R,0,0,45.3,608859,601390,PA,06,PA06,54.7,0
John McHugh,I,0,0,0.0,6165,4410,PA,06,PA06,54.7,0
Susan Wild,D,1,1,51.7,4581056,4528267,PA,07,PA07,51.7,1
Matt Cartwright,D,1,1,51.7,3885136,4144070,PA,08,PA08,51.7,1
Jim Bognet,R,0,0,48.3,1519527,1386040,PA,08,PA08,51.7,0
Dan Meuser,R,1,1,68.2,1071961,944010,PA,09,PA09,68.2,1
Gary Wegman,D,0,0,31.8,188787,187348,PA,09,PA09,68.2,0
Scott Perry,R,1,0,53.4,3956481,3839197,PA,10,PA10,53.4,1
Eugene DePasquale,D,0,0,46.6,4534580,4526684,PA,10,PA10,53.4,0
Lloyd Smucker,R,1,1,69.2,1349318,662704,PA,11,PA11,69.2,1
Sarah Hammond,D,0,0,30.8,28733,23458,PA,11,PA11,69.2,0
Fred Keller,R,1,1,71.8,1541938,1066158,PA,12,PA12,71.8,1
Lee Griffin,D,0,0,28.2,45850,44571,PA,12,PA12,71.8,0
Liz Terwilliger,L,0,0,0.0,6211,5937,PA,12,PA12,71.8,0
John Joyce,R,1,1,79.0,1119769,461229,PA,13,PA13,79.0,1
Todd Rowley,D,0,0,21.0,60348,67527,PA,13,PA13,79.0,0
Guy Reschenthaler,R,1,1,67.8,2250282,1580488,PA,14,PA14,67.8,1
Bill Marx,D,0,0,32.2,60403,45959,PA,14,PA14,67.8,0
Glenn Thompson,R,1,1,76.3,1700061,1839073,PA,15,PA15,76.3,1
Mike Kelly,R,1,1,67.2,2239488,1319340,PA,16,PA16,67.2,1
Kristy Gnibus,D,0,0,32.8,584205,579453,PA,16,PA16,67.2,0
Conor Lamb,D,1,1,51.1,4063114,3448850,PA,17,PA17,51.1,1
